control_id,property_id,is_key,section,local_description
18,23,0,"Additional properties","The thickness of a control's border."
18,26,0,"Additional properties","The background color of a control."
18,42,0,"Additional properties","The distance between a control's top and bottom edges."
18,11,0,"Additional properties","Whether a control appears or is hidden."
18,44,0,"Additional properties","The distance between a control's left and right edges."
18,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
18,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
19,121,1,"Key properties","The selected item."
19,155,0,"Additional properties","Items that are loaded in the gallery. This may be less than the actual number of Items of the data source. More items may be loaded when the gallery is scrolled. AllItems also contains controls that are used in each gallery item."
19,156,0,"Additional properties","Count of items that are loaded in the gallery. This may be less than the actual number of Items of the data source. More items may be loaded when the gallery is scrolled."
19,157,0,"Additional properties","Delay loading of items (rows) until after the screen first loads."
19,158,0,"Additional properties","Label of each gallery item for screen readers. Should describe what each item is."
19,159,0,"Additional properties","The fill color of the loading spinner.  Default is set to BorderColor."
19,160,0,"Additional properties","How far a gallery scrolls if its ShowNavigation property is set to true and the user selects a navigation arrow at either end of that gallery."
19,161,0,"Additional properties","Whether gallery items can be selected. When set to true, screen readers identify the gallery as a selectable list. And you select an item by selecting it. When set to false, screen readers identify the gallery as a regular list, and selecting an item doesn't select it."
19,162,0,"Additional properties","Whether an arrow appears at each end of a gallery so that a user can scroll through the items in the gallery by selecting an arrow."
19,163,0,"Additional properties","Whether a scrollbar appears when the user hovers over a gallery."
19,164,0,"Additional properties","The background color of a gallery."
19,165,0,"Additional properties","The distance between items in a gallery."
19,166,0,"Additional properties","The height of the template for a gallery in vertical/portrait orientation. Or the width of the template for a gallery in horizontal/landscape orientation. The minimum size is one."
19,167,0,"Additional properties","The visual effect (Pop, Push, or None) when the user hovers over an item in a gallery."
19,168,0,"Additional properties","Number of items shown per row or column based on horizontal or vertical layout."
22,24,1,"Key properties","The color of text in a control."
22,12,1,"Key properties","The name of the family of fonts in which text appears."
22,169,1,"Key properties","Text that appears in an HTML text control and that may contain HTML tags."
22,43,0,"Additional properties","Set to true to allow the control to auto-grow its height to show all text. Set to false to truncate the text to the height assigned."
22,21,0,"Additional properties","The color of a control's border."
22,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
22,23,0,"Additional properties","The thickness of a control's border."
22,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
22,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
22,31,0,"Additional properties","The background color of a control if its DisplayMode property is set to Disabled."
22,26,0,"Additional properties","The background color of a control."
22,42,0,"Additional properties","The distance between a control's top and bottom edges."
22,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
22,6,0,"Additional properties","Actions to do when the user selects a control."
22,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
22,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
22,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
22,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
22,15,0,"Additional properties","The font size of the text that appears on a control."
22,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
22,11,0,"Additional properties","Whether a control appears or is hidden."
22,44,0,"Additional properties","The distance between a control's left and right edges."
22,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
22,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
23,56,1,"Key properties","The name or the URL of the image that appears in an image, audio, or microphone control."
23,63,0,"Additional properties","Label for screen readers."
23,170,0,"Additional properties","Whether to automatically apply the orientation specified in the EXIF data embedded with the image."
23,99,0,"Additional properties","Automatically disables the control while the OnSelect behavior is executing."
23,21,0,"Additional properties","The color of a control's border."
23,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
23,23,0,"Additional properties","The thickness of a control's border."
23,171,0,"Additional properties","Enables the OriginalHeight and OriginalWidth properties."
23,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
23,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
23,31,0,"Additional properties","The background color of a control if its DisplayMode property is set to Disabled."
23,26,0,"Additional properties","The background color of a control."
23,172,0,"Additional properties","Whether to flip the image horizontally before displaying it."
23,173,0,"Additional properties","Whether to flip the image vertically before displaying it."
23,27,0,"Additional properties","The color of a control's border when the control is focused."
23,28,0,"Additional properties","The thickness of a control's border when the control is focused."
23,42,0,"Additional properties","The distance between a control's top and bottom edges."
23,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
23,34,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
23,57,0,"Additional properties","The position (Fill, Fit, Stretch, Tile, or Center) of an image in a screen or a control if it isn't the same size as the image."
23,174,0,"Additional properties","How to rotate the image before displaying it.  Values can be none, clockwise (CW) 90 degrees, counter-clockwise (CCW) 90 degrees and clockwise 180 degrees."
23,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
23,175,0,"Additional properties","Original height of an image, enabled with the CalculateOriginalDimensions property."
23,176,0,"Additional properties","Original width of an image, enabled with the CalculateOriginalDimensions property."
23,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
23,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
23,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
23,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
23,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
23,37,0,"Additional properties","The background color of a control when the user taps or clicks that control."
23,51,0,"Additional properties","The degree to which the bottom-left corner of a control is rounded."
23,52,0,"Additional properties","The degree to which the bottom-right corner of a control is rounded."
23,53,0,"Additional properties","The degree to which the top-left corner of a control is rounded."
23,54,0,"Additional properties","The degree to which the top-right corner of a control is rounded."
23,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
23,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
23,177,0,"Additional properties","The degree to which controls behind an image remain visible. Decimal values range from 0 to 1.  Where 0 is opaque, 0.5 is semi-transparent and 1 is transparent."
23,11,0,"Additional properties","Whether a control appears or is hidden."
23,44,0,"Additional properties","The distance between a control's left and right edges."
23,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
23,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
24,1,1,"Key properties","The initial value of a control before it is changed by the user."
24,4,1,"Key properties","The source of data that appears in a control such as a gallery, a list, or a chart."
24,63,0,"Additional properties","Label for screen readers."
24,21,0,"Additional properties","The color of a control's border."
24,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
24,23,0,"Additional properties","The thickness of a control's border."
24,24,0,"Additional properties","The color of text in a control."
24,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
24,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
24,30,0,"Additional properties","The color of text in a control if its DisplayMode property is set to Disabled."
24,31,0,"Additional properties","The background color of a control if its DisplayMode property is set to Disabled."
24,26,0,"Additional properties","The background color of a control."
24,27,0,"Additional properties","The color of a control's border when the control is focused."
24,28,0,"Additional properties","The thickness of a control's border when the control is focused."
24,12,0,"Additional properties","The name of the family of fonts in which text appears."
24,13,0,"Additional properties","The weight of the text in a control: Bold, Semibold, Normal, or Lighter."
24,42,0,"Additional properties","The distance between a control's top and bottom edges."
24,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
24,33,0,"Additional properties","The color of the text in a control when the user keeps the mouse pointer on it."
24,34,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
24,14,0,"Additional properties","Whether the text in a control is italic."
24,178,0,"Additional properties","The distance between text in a listbox and its left edge."
24,19,0,"Additional properties","The distance between, for example, lines of text or items in a list."
24,5,0,"Additional properties","Actions to perform when the user changes the value of a control (for example, by adjusting a slider)."
24,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
24,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
24,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
24,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
24,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
24,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
24,36,0,"Additional properties","The color of text in a control when the user taps or clicks that control."
24,37,0,"Additional properties","The background color of a control when the user taps or clicks that control."
24,7,0,"Additional properties","Whether a control reverts to its default value."
24,121,0,"Additional properties","The data record that represents the selected item."
24,120,0,"Additional properties","Read-only. Represents a datatable of selected items for a multiselect listbox."
24,179,0,"Additional properties","Read-only. Represents a datatable of selected items text for a multiselect listbox."
24,142,0,"Additional properties","A string value that represents the selected item."
24,38,0,"Additional properties","The text color of a selected item or items in a list or the color of the selection tool in a pen control."
24,39,0,"Additional properties","The background color of a selected item or items in a list or a selected area of a pen control."
24,122,0,"Additional properties","Whether a user can select more than one item in a listbox."
24,15,0,"Additional properties","The font size of the text that appears on a control."
24,16,0,"Additional properties","Whether a line appears through the text that appears on a control."
24,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
24,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
24,17,0,"Additional properties","Whether a line appears under the text that appears on a control."
24,11,0,"Additional properties","Whether a control appears or is hidden."
24,44,0,"Additional properties","The distance between a control's left and right edges."
24,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
24,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
25,180,1,"Key properties","The audio clip captured when the user records with the device's microphone."
25,181,1,"Key properties","Numeric ID of the microphone on a device that has more than one microphone."
25,182,1,"Key properties","Actions to perform when the user stops recording with a microphone control."
25,81,0,"Additional properties","Actions to perform when the user starts to record with a microphone control."
26,10,1,"Key properties","Output property that contains the text value of the code that was scanned most recently."
26,183,1,"Key properties","Output property that contains the type of the code that was scanned most recently."
26,87,1,"Key properties","Actions to perform when a barcode is successfully scanned."
26,88,1,"Key properties","Actions to perform when a barcode scan is canceled by the user."
26,89,1,"Key properties","The barcode type to scan. You can target multiple barcode types by concatenating them. Ex. BarcodeType.Code128 & BarcodeType.Code39  Default: Auto"
26,92,1,"Key properties","Whether the front-facing camera, when available, is used for scanning."
26,184,1,"Key properties","Whether the flashlight is enabled automatically when the scanner is opened."
26,8,0,"Additional properties","Text that appears on the button that activates the scanner."
26,21,0,"Additional properties","The color of a control's border."
26,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
26,23,0,"Additional properties","The thickness of a control's border."
26,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
26,42,0,"Additional properties","The height of the button that activates the scanner."
26,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
26,11,0,"Additional properties","Whether a control appears or is hidden."
26,44,0,"Additional properties","The width of the button that activates the scanner."
26,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen, if no parent container)."
26,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen, if no parent container)."
27,185,1,"Key properties","The URL, enclosed in double-quotation marks, of a PDF file."
27,186,0,"Additional properties","The actual zoom of the control, which might differ from the zoom requested with the Zoom property."
27,21,0,"Additional properties","The color of a control's border."
27,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
27,23,0,"Additional properties","The thickness of a control's border."
27,187,0,"Additional properties","The current search term that is in use."
27,188,0,"Additional properties","The number of the page in a PDF file that is actually being shown."
27,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
27,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
27,26,0,"Additional properties","The background color of a control."
27,189,0,"Additional properties","Finds the next instance of FindText in the document."
27,190,0,"Additional properties","Finds the previous instance of FindText in the document."
27,191,0,"Additional properties","The search term to look for in the document."
27,42,0,"Additional properties","The distance between a control's top and bottom edges."
27,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
27,6,0,"Additional properties","Actions to perform when the user taps or selects a control."
27,192,0,"Additional properties","Actions to perform when the state of the control changes."
27,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
27,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
27,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
27,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
27,193,0,"Additional properties","The number of the page that you want to show."
27,194,0,"Additional properties","The number of pages in a document."
27,35,0,"Additional properties","The color of a control's border when the user taps or selects that control."
27,75,0,"Additional properties","Whether an audio or video player shows, for example, a play button and a volume slider, and a pen control shows, for example, icons for drawing, erasing, and clearing."
27,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
27,11,0,"Additional properties","Whether a control appears or is hidden."
27,44,0,"Additional properties","The distance between a control's left and right edges."
27,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
27,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
27,195,0,"Additional properties","The percentage by which an image from a camera is magnified or the view of a file in a PDF viewer."
28,56,1,"Key properties","Output property that represents the image drawn by the end user."
28,24,1,"Key properties","The color of input strokes."
28,149,1,"Key properties","The control is in Draw or Erase mode.  Select mode has been deprecated."
28,63,0,"Additional properties","Label for screen readers. Can be used to describe the purpose of the control as well as alternative methods of input."
28,21,0,"Additional properties","The color of a control's border."
28,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
28,23,0,"Additional properties","The thickness of a control's border."
28,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
28,26,0,"Additional properties","The background color of a control."
28,42,0,"Additional properties","The distance between a control's top and bottom edges."
28,196,0,"Additional properties","Deprecated. Whether the input supports mouse, pen, or touch inputs.  Default value (7) supports all three."
28,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
28,38,0,"Additional properties","The text color of a selected item or items in a list or the color of the selection tool in a pen control."
28,197,0,"Additional properties","The thickness of the selection tool for a pen-input control."
28,75,0,"Additional properties","Whether an audio or video player shows, for example, a play button and a volume slider, and a pen control shows, for example, icons for drawing, erasing, and clearing."
28,15,0,"Additional properties","The font size of the text that appears on a control."
28,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
28,11,0,"Additional properties","Whether a control appears or is hidden."
28,44,0,"Additional properties","The distance between a control's left and right edges."
28,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
28,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
30,198,1,"Key properties","Whether to use the new API when calling the Power BI service. Setting the value to True will allow the use of the new Power BI API (which isn't supported in mobile and some embedded scenarios, but allows some more advanced filtering). False will use the original API. Default value is false."
30,199,1,"Key properties","The Power BI dashboard where the tile comes from."
30,200,1,"Key properties","When set to True, the Power BI content is loaded and shown. When set to False, the Power BI content is unloaded, which releases memory and optimizes performance."
30,201,1,"Key properties","When set to True, the Power BI content can be interacted with, but Power Apps OnSelect event won't trigger. When set to False, the tile can't be interacted with, but Power Apps OnSelect event will trigger when the tile is selected."
30,202,1,"Key properties","The name of the Power BI tile that you want to display."
30,203,1,"Key properties","The Power BI workspace where the tile comes from."
30,21,0,"Additional properties","The color of a control's border."
30,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
30,23,0,"Additional properties","The thickness of a control's border."
30,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
30,42,0,"Additional properties","The distance between a control's top and bottom edges."
30,6,0,"Additional properties","Actions to perform when the user selects a control. By default, the Power BI report that's associated with the tile opens."
30,204,0,"Additional properties","The URL by which the tile is requested from the Power BI service. To add query string filtering to your URL, see the filtering section above."
30,11,0,"Additional properties","Whether a control appears or is hidden."
30,44,0,"Additional properties","The distance between a control's left and right edges."
30,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen&mdash;if no parent container)."
30,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen&mdash;if no parent container)."
31,1,1,"Key properties","The value of a control before the user changes it."
31,4,1,"Key properties","The source of data that appears in a control such as a gallery, a list, or a chart."
31,205,1,"Key properties","Whether the options are laid out vertically or horizontally."
31,10,1,"Key properties","The value of an input control."
31,121,1,"Key properties","The data record that represents the selected item."
32,1,1,"Key properties","The initial value of a control before it is changed by the user."
32,206,1,"Key properties","The maximum value to which the user can set a slider or a rating."
32,63,0,"Additional properties","Label for screen readers."
32,21,0,"Additional properties","The color of a control's border."
32,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
32,23,0,"Additional properties","The thickness of a control's border."
32,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
32,26,0,"Additional properties","The background color of a control."
32,27,0,"Additional properties","The color of a control's border when the control is focused."
32,28,0,"Additional properties","The thickness of a control's border when the control is focused."
32,42,0,"Additional properties","The distance between a control's top and bottom edges."
32,5,0,"Additional properties","Actions to perform when the user changes the value of a control (for example, by adjusting a slider)."
32,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
32,207,0,"Additional properties","The color of the stars in a rating control."
32,208,0,"Additional properties","Whether a user can change the value of a slider or rating control."
32,7,0,"Additional properties","Whether a control reverts to its default value."
32,209,0,"Additional properties","Whether a slider's or rating's value appears as the user changes that value or hovers over the control."
32,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
32,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
32,11,0,"Additional properties","Whether a control appears or is hidden."
32,44,0,"Additional properties","The distance between a control's left and right edges."
32,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
32,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
33,1,1,"Key properties","Input property for the initial text value shown in the editor"
33,169,1,"Key properties","Output property for the resulting rich text in HTML format"
33,63,0,"Additional properties","Label for screen readers. Should describe the purpose of the attachments."
33,3,0,"Additional properties","Whether the control lets you add and delete files (Edit), only shows data (View), or is disabled (Disabled)."
33,210,0,"Additional properties","Whether the browser spell checker is enabled. This feature only checks spelling in the browser's default language. Power Apps for Windows doesn't support this property."
33,42,0,"Additional properties","The distance from the control's top edge to its bottom edge."
33,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
33,11,0,"Additional properties","Whether a control is visible or hidden."
33,44,0,"Additional properties","The distance from the control's left edge to its right edge."
33,40,0,"Additional properties","The distance from the control's left edge to the left edge of its parent container, or the screen if there's no parent container."
33,41,0,"Additional properties","The distance from the control's top edge to the top edge of its parent container, or the screen if there's no parent container."
34,55,1,"Key properties","The name of an image file that appears in the background of a screen."
34,26,1,"Key properties","The background color of a control."
34,42,0,"Additional properties","The height of the screen. If the app is responsive (Scale to fit is Off) and the device on which the app is running is shorter than this property, the screen can scroll vertically."
34,57,0,"Additional properties","The position (Fill, Fit, Stretch, Tile, or Center) of an image in a screen or a control if it isn't the same size as the image."
34,159,0,"Additional properties","The fill color of the loading spinner."
34,211,0,"Additional properties","The name of the screen."
34,212,0,"Additional properties","The behavior of an app when the user navigates away from a screen. If the Disable non-blocking App.OnStart rule is enabled in app settings, this property may need to wait until App.OnStart is finished executing. By default, this setting is turned on."
34,213,0,"Additional properties","The behavior of an app when the user navigates to a screen.  Use this property to set up variables and preload data used by the screen.  Use the App.OnStart property for set up once when the app is started. If the non-blocking App.OnStart is enabled, the Screen.OnVisible event can run parallel with it. As a result, it's recommended to refrain from relying on variables or collections that are initialized by App.OnStart, as they might not be fully initialized."
34,214,0,"Additional properties","The orientation of the screen. If its Width is greater than its Height, the orientation will be Layout.Horizontal; otherwise, it will be Layout.Vertical."
34,15,0,"Additional properties","A positive integer that classifies the size of the screen. The classification is determined by comparing the screen's Width property to the values in the App.SizeBreakpoints property. The ScreenSize type consists of four values (Small, Medium, Large, and ExtraLarge) that correspond to the integers 1 through 4."
34,44,0,"Additional properties","The width of the screen. If the app is responsive (Scale to fit is Off) and the device on which the app is running is narrower than this property, the screen can scroll horizontally."
35,63,0,"Additional properties","Label for screen readers."
35,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
35,27,0,"Additional properties","The color of a control's border when the control is focused."
35,28,0,"Additional properties","The thickness of a control's border when the control is focused."
35,42,0,"Additional properties","The distance between a control's top and bottom edges."
35,34,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
35,35,0,"Additional properties","The color of a control's border when the user selects that control."
35,37,0,"Additional properties","The background color of a control when the user selects that control."
35,72,0,"Additional properties","Keyboard-navigation order in relation to other controls."
35,11,0,"Additional properties","Whether a control appears or is hidden."
35,44,0,"Additional properties","The distance between a control's left and right edges."
35,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
35,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
36,1,1,"Key properties","The initial value of a control before it is changed by the user."
36,206,1,"Key properties","The maximum value to which the user can set a slider or a rating."
36,215,1,"Key properties","The minimum value to which the user can set a slider."
36,10,1,"Key properties","The value of an input control."
36,63,0,"Additional properties","Label for screen readers."
36,21,0,"Additional properties","The color of a control's border."
36,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
36,23,0,"Additional properties","The thickness of a control's border."
36,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
36,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
36,27,0,"Additional properties","The color of a control's border when the control is focused."
36,28,0,"Additional properties","The thickness of a control's border when the control is focused."
36,216,0,"Additional properties","The color of the handle for a slider as the user changes its value."
36,217,0,"Additional properties","The color of the handle (the element that changes position) in a toggle or slider control."
36,218,0,"Additional properties","The color of the handle in a slider when the user keeps the mouse pointer on it."
36,219,0,"Additional properties","The diameter of the handle."
36,42,0,"Additional properties","The distance between a control's top and bottom edges."
36,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
36,205,0,"Additional properties","Whether the user scrolls through a gallery or adjusts a slider top to bottom (Vertical) or left to right (Horizontal)."
36,5,0,"Additional properties","Actions to perform when the user changes the value of a control (for example, by adjusting a slider)."
36,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
36,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
36,220,0,"Additional properties","The background color of the rectangle in a toggle control when its value is false or the color of the line to the right of the handle in a slider control."
36,221,0,"Additional properties","When you hover on a toggle control or a slider, the background color of the rectangle in a toggle control when its value is false or the color of the line to the right of the handle in a slider control."
36,208,0,"Additional properties","Whether a user can change the value of a slider or rating control."
36,7,0,"Additional properties","Whether a control reverts to its default value."
36,209,0,"Additional properties","Whether a slider's or rating's value appears as the user changes that value or hovers over the control."
36,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
36,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
36,222,0,"Additional properties","The background color of the rectangle in a toggle control when its value is true or the color of the line to the left of the handle in a slider control."
36,223,0,"Additional properties","When you keep the mouse pointer on a toggle control or a slider, the background color of the rectangle in a toggle control when its value is true or the color of the line to the left of the handle in a slider control."
36,11,0,"Additional properties","Whether a control appears or is hidden."
36,44,0,"Additional properties","The distance between a control's left and right edges."
36,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
36,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
37,43,1,"Key properties","Set to true to allow the label to auto-grow its height to show all text. Set to false to truncate the text to the height assigned."
37,24,1,"Key properties","The color of text in a control."
37,12,1,"Key properties","The name of the family of fonts in which text appears."
37,8,1,"Key properties","Text that appears on a control or that the user types into a control."
37,2,1,"Key properties","Set to true to delay action during text input."
37,18,0,"Additional properties","The location of text in relation to the horizontal center of its control."
37,21,0,"Additional properties","The color of a control's border."
37,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
37,23,0,"Additional properties","The thickness of a control's border."
37,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
37,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
37,30,0,"Additional properties","The color of text in a control if its DisplayMode property is set to Disabled."
37,31,0,"Additional properties","The background color of a control if its DisplayMode property is set to Disabled."
37,26,0,"Additional properties","The background color of a control."
37,27,0,"Additional properties","The color of a control's border when the control is focused."
37,28,0,"Additional properties","The thickness of a control's border when the control is focused."
37,13,0,"Additional properties","The weight of the text in a control: Bold, Semibold, Normal, or Lighter."
37,42,0,"Additional properties","The distance between a control's top and bottom edges."
37,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
37,33,0,"Additional properties","The color of the text in a control when the user keeps the mouse pointer on it."
37,34,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
37,14,0,"Additional properties","Whether the text in a control is italic."
37,19,0,"Additional properties","The distance between, for example, lines of text or items in a list."
37,224,0,"Additional properties","How a screen reader announces changes to the value of the label's Text property."
37,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
37,225,0,"Additional properties","Whether a scrollbar appears in a label if its Wrap property is set to true and the value of the control's Text property contains more characters than the control can show at one time."
37,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
37,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
37,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
37,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
37,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
37,36,0,"Additional properties","The color of text in a control when the user taps or clicks that control."
37,37,0,"Additional properties","The background color of a control when the user taps or clicks that control."
37,226,0,"Additional properties","The semantic role of the label text, such as Heading 1. Doesn't change the style of the label but makes the output semantically correct for interpretation by screen readers."
37,15,0,"Additional properties","The font size of the text that appears on a control."
37,16,0,"Additional properties","Whether a line appears through the text that appears on a control."
37,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
37,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
37,17,0,"Additional properties","Whether a line appears under the text that appears on a control."
37,20,0,"Additional properties","The location of text on a control in relation to the vertical center of that control."
37,11,0,"Additional properties","Whether a control appears or is hidden."
37,44,0,"Additional properties","The distance between a control's left and right edges."
37,227,0,"Additional properties","Whether the text should ever wrap to multiple lines."
37,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
37,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
38,1,1,"Key properties","The initial value of a control before it is changed by the user."
38,8,1,"Key properties","Text that appears on a control or that the user types into a control."
38,63,0,"Additional properties","Label for screen readers."
38,18,0,"Additional properties","The location of text in relation to the horizontal center of its control."
38,21,0,"Additional properties","The color of a control's border."
38,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
38,23,0,"Additional properties","The thickness of a control's border."
38,228,0,"Additional properties","Whether a text-input control shows an ""X"" that the user can tap or click to clear the contents of that control. Only works in SingleLine mode."
38,24,0,"Additional properties","The color of text in a control."
38,2,0,"Additional properties","When set to true, user input is registered after half a second delay.  Useful for delaying expensive operations until user completes inputting text (i.e. for filtering when input is used in other formulas)."
38,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
38,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
38,30,0,"Additional properties","The color of text in a control if its DisplayMode property is set to Disabled."
38,31,0,"Additional properties","The background color of a control if its DisplayMode property is set to Disabled."
38,210,0,"Additional properties","Whether a text-input control should use the browser spell check function. Power Apps for Windows doesn't support this property."
